product_name,predicted_sub_category,category,source,confidence,sub_confidence,timestamp,corrected
Budweiser American Lager Beer-20-12oz Btls,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Corona Premier-6pk-12oz Btls,Flavored Hard Beverages,Hard Beverage,batch_cache,1.0,0.3111111111111111,2026-05-22T13:39:52,False
"Budweiser Beer, 4 Pack 16 fl. oz. Aluminum Cans, 5% ABV, Domestic Lager",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
"Corona Extra Mexican Lager Beer, 12 pk 12 fl oz Cans, 4.6% ABV",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
Budweiser American Lager Beer-8pk-16oz Cans,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Budweiser American Lager Beer-18-12oz Btls,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Budweiser American Lager Beer in Cans - 24 - 12 Fl. Oz.,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Budweiser American Lager Beer in Bottles - 12 - 12 Fl. Oz.,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Budweiser American Lager Beer 24 pack 12 fl oz Glass Bottles 5% ABV,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Corona Extra Mexican Lager Beer (24 fl oz),Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
Budweiser American Lager Beer,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Bud Light Beer In Cans - 20-12 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Angry Orchard Crisp Apple Hard Cider-6pk-12oz Btls,Cider,Hard Beverage,batch_cache,1.0,0.92,2026-05-22T13:39:45,False
Budweiser Lager Beer (30 x 12 fl oz),Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Bud Light Platinum American Lager Beer in Bottles - 6 - 12 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
"Budweiser Select Light Beer, 20 Pack 12 fl. oz. Glass Bottles, 4.3% ABV, Domestic Lager",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Devils Backbone Orange Smash 7.5-8pk-12oz Cans,Flavored Hard Beverages,Hard Beverage,batch_cache,1.0,0.3492063492063492,2026-05-22T13:39:45,False
Budweiser American Lager Beer-24-16oz Cans,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Budweiser American Style Lager Beer (12 x 12 fl oz),Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Four Peaks Hop Knot IPA-6pk-12oz Btls,Craft Beer,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:53,False
Coors Light-12pk-8oz Cans,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Cisco Whales Tale Pale Ale-4pk-16oz Cans,Craft Beer,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Corona Citrus Sunbrew Cerveza Mexican Lager Longneck Bottles,Non-alcoholic Beer,Non-alcoholic Beer,batch_cache,1.0,0.2191780821917808,2026-05-22T13:39:51,False
Corona Premier-18-12oz Cans,Hard Seltzers,Hard Beverage,batch_cache,1.0,0.3333333333333332,2026-05-22T13:39:52,False
Coors Light American Style Light Lager Beer 4.2% ABV Cans - 12-16 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
"Budweiser Select Light Beer, 24 Pack 12 fl. oz. Aluminum Cans, 4.3% ABV, Domestic Lager",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Corona Familiar-6pk-12oz Btls,Classic Lager,Beer,batch_cache,1.0,0.3888888888888888,2026-05-22T13:39:51,False
Budweiser Select American Light Beer-20-12oz Btls,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
"Goose Island Bourbon County Brand Stout, 2020-16.9oz Btl",Craft Beer,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:55,False
Beck's Pilsner Beer Bottles - 12-12 Fl. Oz.,Craft Beer,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Budweiser American Lager Beer in Bottles - 6 - 12 Fl. Oz.,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Budweiser American Lager Beer in Bottles - 24 - 12 Fl. Oz.,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Bud Light American Lager Beer in Cans - 30 - 12 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Angry Orchard Crisp Apple Hard Cider-1/6 Keg,Cider,Hard Beverage,batch_cache,1.0,0.92,2026-05-22T13:39:45,False
"Budweiser Beer, 6 Pack Beer, 12 fl oz Aluminum Cans, 5 % ABV, Domestic Lager",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
"Dos Equis Mexican Lager Beer, 4x6 Pack, 7 fl oz Bottles",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:53,False
Coors Light American Lager Cans,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Bud Light American Lager Beer in Cans - 3 - 25 Fl. Oz.,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Four Peaks Sunbru-6pk-12oz Cans,Variety Packs,Beer,batch_cache,1.0,0.3157894736842105,2026-05-22T13:39:53,False
Coors Light-12pk-12oz Cans,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Corona Extra Mexican Lager Beers (18 x 12 fl oz),Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
Elysian Bifrost Winter Ale-1/6 Keg,Classic Lager,Beer,batch_cache,1.0,0.3076923076923077,2026-05-22T13:39:53,False
152 Budweiser Chelada Bottle,Flavored Hard Beverages,Hard Beverage,batch_cache,1.0,0.3529411764705882,2026-05-22T13:39:45,False
Corona Sunbrew Citrus Cerveza Mexican Import Beer 12 fl oz,Non-alcoholic Beer,Non-alcoholic Beer,batch_cache,1.0,0.24,2026-05-22T13:39:52,False
Angry Orchard Hard Cider Crisp Apple Bottles - 6-12 Fl. Oz.,Cider,Hard Beverage,batch_cache,1.0,0.92,2026-05-22T13:39:45,False
Corona Extra Mexican Lager Beer (12 x 12 fl oz),Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
Golden Road Mango Cart-1/6 Keg,Flavored Hard Beverages,Hard Beverage,batch_cache,1.0,0.375,2026-05-22T13:39:54,False
Golden Road Mango Cart Wheat Ale-6pk-12oz Btls,Craft Beer,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:54,False
Four Peaks Peach Ale-6pk-12oz Cans,Classic Lager,Beer,batch_cache,1.0,0.3333333333333332,2026-05-22T13:39:53,False
Budweiser American Lager Beer 6 pack 12 fl oz Glass Bottles 5% ABV,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Coors Light American-style Light Lager Beer 12 fl oz,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
"Budweiser Beer, 8 Pack Beer, 16 fl oz Aluminum Cans, 5.0 % ABV, Domestic Lager",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Budweiser American Lager Beer (6 x 12 fl oz),Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Coors Light-12pk-16oz Cans,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Corona Extra Import Mexican Lager Can,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
Corona Light Mexican Lager Import Lower Calorie Beer 12 oz,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:52,False
Coors Light Beer American Style Light Lager 4.2% ABV Bottles - 24-12 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Corona Extra Mini Lager Beer (24 x 7 fl oz),Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
Bud Light American Lager Beer-24-16oz Cans,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Budweiser American Lager Beer in Cans - 12 - 16 Fl. Oz.,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Corona Extra Mexican Lager Import Beer 24 fl oz,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
"Angry Orchard Hard Cider, Crisp Apple (6 x 12 fl oz)",Cider,Hard Beverage,batch_cache,1.0,0.92,2026-05-22T13:39:45,False
Bud Light American Lager Beer-24-16oz AlmBtls,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Corona Extra-6pk-12oz Cans,Classic Lager,Beer,batch_cache,1.0,0.4242424242424242,2026-05-22T13:39:51,False
Budweiser Select Light Beer 4.3% ABV In Cans - 24-12 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Angry Orchard Hard Cider Crisp Apple Cans - 12-12 Fl. Oz.,Cider,Hard Beverage,batch_cache,1.0,0.92,2026-05-22T13:39:45,False
Budweiser American Lager Beer in Cans - 18 - 12 Fl. Oz.,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Four Peaks Variety Pack In Bottles - 12-12 Oz,Variety Packs,Beer,vector,0.8633277802957547,0.7,2026-05-22T11:11:35,False
Cisco Summer Variety Pack-12pk-12oz Cans,Variety Packs,Beer,vector,0.8264184872632488,0.7,2026-05-22T10:57:38,False
Devils Backbone Block Party Variety Pack 10% 8pk 12oz Cans,Variety Packs,Beer,vector,0.8183948600561588,0.7,2026-05-11T13:56:56,False
On The Rocks Tropical Cocktail Collection Variety Pack-8pk-12oz Cans,Variety Packs,Beer,vector,0.8209851361838787,0.7,2026-05-22T10:56:43,False
Corona Premier-12pk-12oz Cans,Hard Seltzers,Hard Beverage,ml,0.8494874835014343,0.3428571428571429,2026-05-22T11:09:59,False
Angry Orchard Spring/Summer Mixed Pack-12pk-12oz Btls,Classic Lager,Beer,ml,0.7994298934936523,0.3050847457627118,2026-05-22T10:56:41,False
Carlsberg-12pk-16oz Cans,Flavored Hard Beverages,Hard Beverage,ml,0.8494874835014343,0.35,2026-05-22T10:57:26,False
Corona Premier-4pk-16oz Cans,Hard Seltzers,Hard Beverage,ml,0.8494874835014343,0.3428571428571429,2026-05-22T11:09:59,False
Corona Premier-12pk-12oz Btls,Flavored Hard Beverages,Hard Beverage,ml,0.851915180683136,0.3111111111111111,2026-05-22T11:09:59,False
De rarissimo praecocis ingenii exemplo Christ. Henr. Heineken Lubecens commentatio: qua viro ... Christ. Henr. Behm ... natalem sexagesimum tertium gratulatur fili [Leather Bound],Classic Lager,Beer,ml,0.934548795223236,0.1264367816091953,2026-05-22T11:10:21,False
BeatBox Blue Razzberry Punch 500 mL,Flavored Hard Beverages,Hard Beverage,ml,0.8494874835014343,0.3921568627450981,2026-05-22T10:56:41,False
Carlsberg Elephant-6pk-11oz Btls,Flavored Hard Beverages,Hard Beverage,ml,0.851915180683136,0.3673469387755102,2026-05-22T10:57:26,False
Golden Road Oktoberfest Bier-6pk-12oz Cans,Flavored Hard Beverages,Hard Beverage,ml,0.851915180683136,0.4406779661016949,2026-05-22T11:12:28,False
Four Peaks Kilt Lifter-1/2 Keg,Hard Seltzers,Hard Beverage,ml,0.8494874835014343,0.368421052631579,2026-05-22T11:11:05,False
Budweiser 25oz Can,Cider,Hard Beverage,ml,0.8494874835014343,0.3333333333333332,2026-05-22T10:57:03,False
Corona Premier-24oz Can,Hard Seltzers,Hard Beverage,ml,0.8494874835014343,0.375,2026-05-22T11:09:59,False
Four Peaks Kilt Lifter Can - 25 Oz,Classic Lager,Beer,ml,0.9109880924224854,0.3414634146341463,2026-05-22T11:11:05,False
Four Peaks Kilt Lifter-25oz,Hard Seltzers,Hard Beverage,ml,0.8494874835014343,0.3888888888888888,2026-05-22T11:11:10,False
Four Peaks Wow Berry-6pk-12oz Btls,Flavored Hard Beverages,Hard Beverage,ml,0.8494874835014343,0.3921568627450981,2026-05-22T11:11:35,False
BeatBox® Blue Razzberry 500 ml,Flavored Hard Beverages,Hard Beverage,ml,0.8494874835014343,0.391304347826087,2026-05-22T10:56:41,False
Angry Orchard Forbidden Fruit Apple Ginger Mule-4pk-12oz Cans,Light Lager,Beer,ml,0.934548795223236,0.2424242424242425,2026-05-22T10:56:40,False
Corona Premier-1/2 Keg,Cider,Hard Beverage,ml,0.851915180683136,0.3636363636363636,2026-05-22T11:09:59,False
Carlsberg-1/2 Keg,Hard Seltzers,Hard Beverage,ml,0.8494874835014343,0.4,2026-05-22T10:57:26,False
Goose Island Boss Berry-12pk-12oz Cans,Flavored Hard Beverages,Hard Beverage,ml,0.851915180683136,0.4074074074074074,2026-05-22T11:12:59,False
Topo Chico Sabores Tangerine with Ginger Extract Flavored Sparkling Water Cans,Classic Lager,Beer,ml,0.934548795223236,0.2417582417582417,2026-05-22T10:56:45,False
Carlsberg Elephant-4pk-16oz Cans,Flavored Hard Beverages,Hard Beverage,ml,0.8494874835014343,0.3673469387755102,2026-05-22T10:57:26,False
Budweiser-24-16oz AlmBtls,Hard Seltzers,Hard Beverage,ml,0.8494874835014343,0.2941176470588235,2026-05-22T10:57:26,False
Budweiser Keg-1/2 Keg,Flavored Hard Beverages,Hard Beverage,ml,0.8494874835014343,0.3076923076923077,2026-05-22T10:57:14,False
Cutwater Cocktails Gluten Free Vodka Transfusion Cans,Variety Packs,Beer,ml,0.9109880924224854,0.2727272727272726,2026-05-22T10:56:41,False
Angry Orchard Fall/Winter Mixed Pack-12pk-12oz Btls,Craft Beer,Beer,ml,0.7994298934936523,0.2592592592592592,2026-05-22T10:56:40,False
Carlsberg Elephant Strong (4 x 16 fl oz),Flavored Hard Beverages,Hard Beverage,ml,0.851915180683136,0.3846153846153846,2026-05-22T10:57:26,False
Bud Light Lime Straw-ber-rita In Cans - 4-16 FZ,Flavored Hard Beverages,Hard Beverage,ml,0.851915180683136,0.3125,2026-05-22T10:57:01,False
"Des Lübekischen Dreyjährigen Knabens Christian Henrich Heineken Vorschmak Der Alten, mitlern und neuen Dänischen Geschichte: Aus Denen bewehrtesten Geschichtschrei [Leather Bound]",Light Lager,Beer,ml,0.9109880924224854,0.1052631578947368,2026-05-22T11:10:21,False
Carlsberg-6pk-11oz Btls,Flavored Hard Beverages,Hard Beverage,ml,0.8494874835014343,0.35,2026-05-22T10:57:26,False
Cisco Forever New England-12pk-12oz Cans,Classic Lager,Beer,ml,0.9109880924224854,0.4761904761904762,2026-05-22T10:57:31,False
Four Peaks Wow Berry-15pk-12oz Cans,Flavored Hard Beverages,Hard Beverage,ml,0.851915180683136,0.4313725490196078,2026-05-22T11:11:35,False
Four Peaks Oktoberfest-6pk-12oz Btls,Flavored Hard Beverages,Hard Beverage,ml,0.8494874835014343,0.339622641509434,2026-05-22T11:11:14,False
Michelob Ultra Organic Hard Seltzer First Edition Variety Pack,Hard Seltzers,Hard Beverage,keyword,0.9,0.4705882352941177,2026-05-11T13:48:41,False
Budweiser Genuine Lager Beer In Cans - 3-25 Fl. Oz.,Light Lager,Beer,keyword,0.9,0.625,2026-05-22T10:57:11,False
Elysian Bifrost Winter Ale-1/2 Keg,Light Lager,Beer,keyword,0.9,0.35,2026-05-22T11:10:28,False
Four Peaks Bus Load of Hops IPA Variety Pack-12pk-12oz Btls,Variety Packs,Beer,keyword,0.9,0.7,2026-05-22T11:11:00,False
"Goose Island Bourbon County Brand Sir Isaac's Stout, 2022-16.9oz Btl",Classic Lager,Beer,keyword,0.9,0.2051282051282051,2026-05-22T11:12:59,False
Wicked Weed Pernicious IPA-24-12oz Cans,Variety Packs,Beer,keyword,0.9,0.2916666666666667,2026-05-22T10:56:46,False
Four Peaks Hop Knot IPA-1/2 Keg,Variety Packs,Beer,keyword,0.9,0.2564102564102563,2026-05-22T11:11:05,False
Budweiser Lager Beer 6 Pack,Light Lager,Beer,keyword,0.9,0.625,2026-05-22T10:57:14,False
Bud Light NEXT Beer Light Beer Bottles - 6-12 Fl. Oz.,Craft Beer,Beer,keyword,0.9,0.5714285714285715,2026-05-22T10:57:01,False
Bud Light Lager Can (12 oz x 12 ct),Light Lager,Beer,keyword,0.9,0.625,2026-05-22T10:56:53,False
Goose Island Beer Co. Tropical Hug Imperial IPA Can,Craft Beer,Beer,keyword,0.9,0.5714285714285715,2026-05-22T11:12:59,False
"Goose Island Bourbon County Brand Blanton's Stout, 2021-16.9oz Btl",Light Lager,Beer,keyword,0.9,0.1891891891891892,2026-05-22T11:12:59,False
Budweiser Lager Beer 30 pk / 12 fl oz,Light Lager,Beer,keyword,0.9,0.625,2026-05-22T10:57:14,False
Goose Island Big Mango Beer Hug-19oz cans,Craft Beer,Beer,keyword,0.9,0.5714285714285715,2026-05-22T11:12:59,False
Four Peaks Kuhl Beans Vanilla Coffee Porter-6pk-12oz Btls,Classic Lager,Beer,keyword,0.9,0.28125,2026-05-22T11:11:12,False
Goose Island Bourbon County Bananas Foster Stout 2023-16.9oz Btl,Craft Beer,Beer,keyword,0.9,0.1971830985915492,2026-05-22T11:12:59,False
Budweiser Beer Lager (36 x 12 fl oz),Light Lager,Beer,keyword,0.9,0.625,2026-05-22T10:57:04,False
Golden Road LA Dodgers Blonde Ale Cans - 15-12 Fl. Oz.,Classic Lager,Beer,keyword,0.9,0.2711864406779661,2026-05-22T11:12:19,False
Budweiser American Lager Beer (12 x 12 fl oz),Light Lager,Beer,keyword,0.9,0.625,2026-05-22T10:57:03,False
Truly Getaway Hard Seltzer Variety pack Assorted (12 x 12 oz),Hard Seltzers,Hard Beverage,keyword,0.9,0.4705882352941177,2026-05-11T13:56:56,False
Golden Road Dodgers Blonde Ale-12pk-12oz Cans,Classic Lager,Beer,keyword,0.9,0.3137254901960784,2026-05-22T11:12:07,False
Devils Backbone Vienna Lager-1/2 Keg,Variety Packs,Beer,keyword,0.9,0.409090909090909,2026-05-22T11:10:23,False
"Beck's Non Alcoholic Beer, 12 oz, 6 pk",Classic Lager,Beer,keyword,0.9,0.3414634146341463,2026-05-22T10:56:47,False
Michelob Ultra Organic Hard Seltzer First Edition Variety Pack - 12pk/12 fl oz Sliim Cans,Hard Seltzers,Hard Beverage,keyword,0.9,0.4705882352941177,2026-05-11T13:34:35,False
Budweiser American-Style Beer (25 fl oz),Craft Beer,Beer,keyword,0.9,0.5714285714285715,2026-05-22T10:57:04,False
Cisco Gripah Grapefruit IPA-12pk-12oz Cans,Classic Lager,Beer,keyword,0.9,0.375,2026-05-22T10:57:38,False
Dos Equis Cerveza Especial Lager Beer (12 x 12 fl oz),Light Lager,Beer,keyword,0.9,0.625,2026-05-22T11:10:28,False
Budweiser American Lager Beer Can 25 oz,Light Lager,Beer,keyword,0.9,0.625,2026-05-22T10:57:03,False
Budweiser Select Light Beer,Craft Beer,Beer,keyword,0.9,0.5714285714285715,2026-05-22T10:57:19,False
Coors Light American-style Light Lager Beer 30 cans / 12 fl oz,Light Lager,Beer,keyword,0.9,0.625,2026-05-22T10:57:48,False
White Claw Blackberry Hard Seltzer,Hard Seltzers,Hard Beverage,keyword,0.9,0.5106382978723404,2026-05-22T10:56:45,False
Budweiser Select American Light Beer-12pk-12oz Btls,Classic Lager,Beer,keyword,0.9,0.3181818181818181,2026-05-22T10:57:19,False
Budweiser Nitro Reserve Gold Lager Cans - 6-12 Fl. Oz.,Light Lager,Beer,keyword,0.9,0.625,2026-05-22T10:57:14,False
Golden Road Mango Cart Wheat Ale-12pk-12oz Btls,Light Lager,Beer,keyword,0.9,0.3137254901960784,2026-05-22T11:12:19,False
Cisco Summer Rays Golden Ale-12pk-12oz Cans,Classic Lager,Beer,keyword,0.9,0.4081632653061224,2026-05-22T10:57:38,False
Golden Road Brewing Mango Cart Wheat Ale,Light Lager,Beer,keyword,0.9,0.3137254901960784,2026-05-22T11:12:02,False
Ghost Town Rotating Lager-4pk-16oz Cans,Classic Lager,Beer,keyword,0.9,0.4347826086956521,2026-05-22T11:11:57,False
Golden Road Ride On Tropical IPA-19oz cans,Variety Packs,Beer,keyword,0.9,0.3137254901960784,2026-05-22T11:12:33,False
Elysian Full Contact Imperial Hazy IPA Cans - 6-12 Fl. Oz.,Classic Lager,Beer,keyword,0.9,0.3174603174603174,2026-05-22T11:10:31,False
Four Peaks Oktoberfest Vienna Lager Bottles - 6-12 Fl. Oz.,Light Lager,Beer,keyword,0.9,0.625,2026-05-22T11:11:14,False
Bud Light Platinum Beer Can - 25 Fl. Oz.,Craft Beer,Beer,keyword,0.9,0.5714285714285715,2026-05-22T10:57:01,False
Strongbow Gold Hard Cider-6pk-12oz Btls,Hard Seltzers,Hard Beverage,keyword,0.9,0.4705882352941177,2026-05-22T10:56:43,False
Four Peaks Golden Lager Cans - 15-12 Fl. Oz.,Light Lager,Beer,keyword,0.9,0.625,2026-05-22T11:11:05,False
"Coors Light Lager Beer, 3 Pack, 24 fl oz Cans",Light Lager,Beer,keyword,0.9,0.625,2026-05-22T10:57:54,False
Budweiser Select American Light Beer-20-16ozAlmBtl,Classic Lager,Beer,keyword,0.9,0.28,2026-05-22T10:57:19,False
Bud Light American Lager Beer-18-16oz Cans,Light Lager,Beer,keyword,0.9,0.625,2026-05-22T10:56:48,False
Four Peaks Red Bird Lager-15pk-12oz Cans,Classic Lager,Beer,keyword,0.9,0.391304347826087,2026-05-22T11:11:19,False
Four Peaks Tropical Desert Daydream IPA-19oz Can,Craft Beer,Beer,keyword,0.9,0.2592592592592592,2026-05-22T11:11:35,False
Ghost Train El Rey Mexican Lager-6pk-12oz Cans,Classic Lager,Beer,keyword,0.9,0.3773584905660377,2026-05-22T11:12:00,False
"Bud Light Premium Lager Beer, Lime (6 x 12 fl oz)",Light Lager,Beer,keyword,0.9,0.625,2026-05-22T10:57:03,False
Corona La Cerveza Mas Fina Mexican Lager Import Beer (24 fl oz),Light Lager,Beer,keyword,0.9,0.625,2026-05-22T11:09:56,False
Angry Orchard Hard Cider Crisp Imperial 6pk In Cans - 6-12 FZ,Cider,Hard Beverage,keyword,0.9,1.0,2026-05-22T10:56:40,False
Bud Ice Beer Bottle - 18 Fl. Oz.,Craft Beer,Beer,keyword,0.9,0.5714285714285715,2026-05-22T10:56:47,False
"Budweiser Select Light Beer, 12 Pack 12 fl. oz. Aluminum Cans, 4.3% ABV, Domestic Lager",Light Lager,Beer,keyword,0.9,0.625,2026-05-22T10:57:19,False
Golden Road Brewing Mango Cart Wheat Ale In Tall Can - 25 Fl. Oz.,Light Lager,Beer,keyword,0.9,0.2686567164179104,2026-05-22T11:12:02,False
Ghostfish Lunar Harvest Pumpkin Ale-4pk-16oz Cans,Classic Lager,Beer,keyword,0.9,0.3214285714285714,2026-05-22T11:12:00,False
"Estrella Jalisco Mix Chelada Pack Mexican Import Beer, 15 Pack Beer, 12 fl oz Cans, 3.5% ABV",Classic Lager,Beer,keyword,0.9,0.24,2026-05-22T11:10:40,False
Budweiser Chelada Picante Beer Can - 25 Fl. Oz.,Craft Beer,Beer,keyword,0.9,0.5714285714285715,2026-05-22T10:57:06,False
Coors Light American Style Lager Beer (9 x 16 fl oz),Light Lager,Beer,keyword,0.9,0.625,2026-05-22T10:57:48,False
Golden Road Hazy Pup IPA Cans - 6-12 Fl. Oz.,Classic Lager,Beer,keyword,0.9,0.2857142857142857,2026-05-22T11:12:14,False
"Budweiser Beer, 12 Pack 8 fl. oz. Cans, 5.0% ABV, Domestic",Non-alcoholic Beer,Non-alcoholic Beer,keyword,0.9,0.2745098039215686,2026-05-22T10:57:04,False
Angry Orchard Crisp Apple Hard Cider-24oz Can,Hard Seltzers,Hard Beverage,keyword,0.9,0.4705882352941177,2026-05-22T10:56:39,False
Golden Road Ride On 5 Hop Citrus IPA-6pk-12oz Cans,Classic Lager,Beer,keyword,0.9,0.3157894736842105,2026-05-22T11:12:33,False
Coors Light Cold Beer (15 x 16 fl oz),Craft Beer,Beer,keyword,0.9,0.5714285714285715,2026-05-22T10:57:49,False
Budweiser Chelada with Clamato Lager Beer - Original 25 oz,Light Lager,Beer,keyword,0.9,0.625,2026-05-22T10:57:09,False
Bud Ice Light Lager Cans,Classic Lager,Beer,keyword,0.9,0.7096774193548387,2026-05-22T10:56:48,False
Elysian Space Dust IPA-6L,Classic Lager,Beer,keyword,0.9,0.3333333333333332,2026-05-22T11:10:33,False
Estrella Jalisco Spicy Pina Michelada Beer (25 fl oz),Craft Beer,Beer,keyword,0.9,0.5714285714285715,2026-05-22T11:10:40,False
Four Peaks Rattle On Red Ale Cans - 15-12 Fl. Oz.,Variety Packs,Beer,keyword,0.9,0.2962962962962963,2026-05-22T11:11:19,False
Budweiser Beer In Bottle - 32 Fl. Oz.,Craft Beer,Beer,keyword,0.9,0.5714285714285715,2026-05-22T10:57:04,False
Coors Light American Lager Beer (36 x 12 oz),Light Lager,Beer,keyword,0.9,0.625,2026-05-22T10:57:48,False
"Budweiser Lager Beer (12 fl oz, 24 ct)",Light Lager,Beer,keyword,0.9,0.625,2026-05-22T10:57:14,False
Golden Road Ride On IPA-6pk-12oz Cans,Classic Lager,Beer,keyword,0.9,0.3636363636363636,2026-05-22T11:12:33,False
Heineken Original Imported Premium Malt Lager Bottles,Light Lager,Beer,keyword,0.9,0.625,2026-05-11T13:56:56,False
Corona Mexican Lager Beer (24 fl oz),Light Lager,Beer,keyword,0.9,0.625,2026-05-22T11:09:56,False
Elysian Dank Dust IPA 6 Pack India Pale Ale Beer Cans - 6-12 Fl. Oz.,Craft Beer,Beer,keyword,0.9,0.5714285714285715,2026-05-22T11:10:31,False
Coors Light Lager Beer Cans 4.2% ABV - 24-8 Fl. Oz.,Light Lager,Beer,keyword,0.9,0.625,2026-05-22T10:57:53,False
Golden Road Passion Wolf Hazy IPA Cans - 6-12 Fl. Oz.,Classic Lager,Beer,keyword,0.9,0.2758620689655173,2026-05-22T11:12:28,False
Budweiser King Of Beers Domestic Lager Beer (12 x 16 fl oz),Light Lager,Beer,keyword,0.9,0.625,2026-05-22T10:57:14,False
Budweiser Chelada with Clamato Lager Beer - Picante 25 oz,Light Lager,Beer,keyword,0.9,0.625,2026-05-22T10:57:09,False
Golden Road Ride On West Coast IPA-19oz cans,Variety Packs,Beer,keyword,0.9,0.339622641509434,2026-05-22T11:12:33,False
Elysian Space Dust IPA Beer Can - 19.2 Fl. Oz.,Craft Beer,Beer,keyword,0.9,0.5714285714285715,2026-05-22T11:10:33,False
Golden Road Ride On 10 Hop Hazy IPA In Cans - 19.2 Oz,Classic Lager,Beer,keyword,0.9,0.2580645161290323,2026-05-22T11:12:33,False
Golden Road Passion Wolf Hazy IPA-6pk-12oz Cans,Classic Lager,Beer,keyword,0.9,0.2962962962962963,2026-05-22T11:12:28,False
Bud Light Beer 4.2% ABV In Bottle - 40 Fl. Oz.,Craft Beer,Beer,keyword,0.9,0.5714285714285715,2026-05-22T10:56:49,False
White Claw The Iconic Hard Seltzer Multi pack Blackberry (6 x 12 fl oz),Hard Seltzers,Hard Beverage,keyword,0.9,0.4705882352941177,2026-05-11T13:56:56,False
"White Claw The Iconic Hard Seltzer Multi pack, Blackberry (6 x 12 fl oz)",Hard Seltzers,Hard Beverage,keyword,0.9,0.4705882352941177,2026-05-22T10:56:46,False
Four Peaks Peach Golden Ale Cans - 6-12 Fl. Oz.,Classic Lager,Beer,keyword,0.9,0.2692307692307692,2026-05-22T11:11:14,False
